,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,credit-dby-income,annuity-dby-income,goods_price-dby-income,credit-dby-annuity,goods_price-dby-annuity,goods_price-dby-credit,goods_price-m-credit,goods_price-m-credit-dby-income,age_finish_payment,DAYS_EMPLOYED-m-DAYS_BIRTH,DAYS_REGISTRATION-m-DAYS_BIRTH,DAYS_ID_PUBLISH-m-DAYS_BIRTH,DAYS_LAST_PHONE_CHANGE-m-DAYS_BIRTH,DAYS_REGISTRATION-m-DAYS_EMPLOYED,DAYS_ID_PUBLISH-m-DAYS_EMPLOYED,DAYS_LAST_PHONE_CHANGE-m-DAYS_EMPLOYED,DAYS_ID_PUBLISH-m-DAYS_REGISTRATION,DAYS_LAST_PHONE_CHANGE-m-DAYS_REGISTRATION,DAYS_LAST_PHONE_CHANGE-m-DAYS_ID_PUBLISH,cnt_adults,income_per_adult,income-by-CNT_CHILDREN,credit-by-CNT_CHILDREN,annuity-by-CNT_CHILDREN,goods_price-by-CNT_CHILDREN,EXT_SOURCES_prod,EXT_SOURCES_sum,EXT_SOURCES_mean,EXT_SOURCES_std,EXT_SOURCES_1-2-3,EXT_SOURCES_2-1-3,EXT_SOURCES_1-2,EXT_SOURCES_2-3,EXT_SOURCES_1-3,DAYS_EMPLOYED_PERC,INCOME_PER_PERSON,PAYMENT_RATE,NEW_DOC_IND_KURT,NEW_LIVE_IND_SUM,NEW_INC_PER_CHLD,NEW_INC_BY_ORG,NEW_ANNUITY_TO_INCOME_RATIO,NEW_CAR_TO_BIRTH_RATIO,NEW_CAR_TO_EMPLOY_RATIO,NEW_PHONE_TO_BIRTH_RATIO,NEW_PHONE_TO_EMPLOYED_RATIO
41,234843,0,Cash loans,1,1,1,,135000.0,67765.5,7074.0,58500.0,Unaccompanied,State servant,Secondary / secondary special,Married,Co-op apartment,0.0228,-8399,-670.0,-1226.0,-1092,11.0,1,1,0,1,0,0,High skill tech staff,2.0,2,2,THURSDAY,17,0,0,0,0,1,1,Police,0.2334188040020508,0.30331259393646925,0.501075160239048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,0.0,-827.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.5019666666666667,0.0524,0.43333333333333335,9.579516539440203,8.26972010178117,0.8632711335414038,-9265.5,-0.06863333333333334,8686.385496183206,7729.0,7173.0,7307,7572.0,-556.0,-422.0,-157.0,134.0,399.0,265.0,2.0,67500.0,,,,,0.03547555158008163,1.037806558177568,0.34593551939252265,0.13882548969602376,-0.5709689501734664,-0.4311813703046296,-0.06989378993441844,-0.1977625663025787,-0.26765635623699713,0.07977140135730444,67500.0,0.10438940168669897,20.00000000000001,5,,189000.0,0.05239961185472701,-0.00130967972377664,-0.016417910447761194,0.0984641028693892,1.2343283582089553
42,237053,0,Revolving loans,0,0,0,1.0,85500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Married,Rented apartment,0.019101,-12366,-1783.0,-1891.0,-1910,,1,1,0,1,0,0,Accountants,3.0,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.3777120356608433,0.7038185508260675,0.7583930617144343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,-450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631578947367,0.10526315789473684,2.1052631578947367,20.0,20.0,1.0,0.0,0.0,12966.0,10583.0,10475.0,10456,11916.0,-108.0,-127.0,1333.0,-19.0,1441.0,1460.0,2.0,42750.0,85500.0,180000.0,9000.0,180000.0,0.20161177089290613,1.8399236482013448,0.6133078827337818,0.20584860135106006,-1.0844995768796584,-0.43228654654921017,-0.3261065151652241,-0.05457451088836685,-0.380681026053591,0.14418567038654376,28500.0,0.05,0.0,3,42750.0,148500.0,0.10526192676109053,,,0.036390101892285295,0.2523836231071228
43,238424,0,Cash loans,1,1,1,1.0,135000.0,450000.0,22018.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392000000000002,-12911,-173.0,-6934.0,-4248,1.0,1,1,1,1,0,0,Cooking staff,3.0,2,2,TUESDAY,12,0,0,0,0,0,0,Trade: type 7,0.44656507849891147,0.5602858429097418,0.2764406945454034,0.6485,0.4079,0.9866,0.8164,0.1588,0.72,0.6207,0.3333,0.375,0.6455,0.5245,0.7332,0.0193,0.0269,0.6607,0.4233,0.9866,0.8236,0.1602,0.725,0.6207,0.3333,0.375,0.6603,0.573,0.7639,0.0195,0.0284,0.6547,0.4079,0.9866,0.8189,0.1598,0.72,0.6207,0.3333,0.375,0.6568,0.5336,0.7464,0.0194,0.0274,reg oper account,block of flats,0.5825,Panel,0,3.0,0.0,3.0,0.0,-635.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,3.333333333333333,0.1631,3.333333333333333,20.437359493153483,20.437359493153483,1.0,0.0,0.0,13524.120784794604,12738.0,5977.0,8663,12276.0,-6761.0,-4075.0,-462.0,2686.0,6299.0,3613.0,2.0,67500.0,135000.0,450000.0,22018.5,450000.0,0.06916659281047242,1.2832916159540568,0.4277638719846856,0.1428535301883935,-0.3901614589562337,-0.16271993013457306,-0.11372076441083034,0.28384514836433844,0.1701243839535081,0.013399426845325692,45000.0,0.04893,20.00000000000001,6,67500.0,144000.0,0.16309879186080106,-7.745333436604446e-05,-0.005780346820809247,0.04918286732243824,3.6705202312138727
44,245213,0,Cash loans,1,1,0,3.0,315000.0,1125000.0,36292.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006629,-10469,-913.0,-319.0,-1355,7.0,1,1,1,1,0,0,Drivers,5.0,2,2,TUESDAY,6,0,0,0,0,0,0,Business Entity Type 3,,0.6890124466810801,0.4101025731788671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,1.0,1.0,-828.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,3.571428571428572,0.11521428571428573,3.571428571428572,30.998140111593305,30.998140111593305,1.0,0.0,0.0,11398.9442033478,9556.0,10150.0,9114,9641.0,594.0,-442.0,85.0,-1036.0,-509.0,527.0,2.0,157500.0,105000.0,375000.0,12097.5,375000.0,,1.0991150198599473,0.5495575099299737,0.19721906289329694,,,,0.27890987350221297,,0.0872098576750406,63000.0,0.032260000000000004,20.00000000000001,5,78750.0,157500.0,0.11521391995580968,-0.0006686407488776388,-0.0076670317634173046,0.07909064858152641,0.9069003285870756
45,258641,0,Cash loans,1,0,0,,135000.0,808650.0,26086.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.007120000000000001,-18092,,-10114.0,-1629,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,XNA,,0.5877620814762157,0.7517237147741489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,-693.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,5.99,0.1932333333333333,5.0,30.99879247886838,25.87545282042436,0.8347245409015025,-133650.0,-0.99,19021.96377436605,,7978.0,16463,17399.0,,,,8485.0,9421.0,936.0,2.0,67500.0,,,,,,1.3394857962503646,0.6697428981251823,0.1159383827593906,,,,-0.16396163329793326,,,67500.0,0.032259321090706734,20.00000000000001,2,,117000.0,0.19323190198591125,,,0.03830422286093301,
46,259987,0,Cash loans,0,1,1,,54000.0,71955.0,7245.0,67500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.02461,-21771,,-13405.0,-5000,14.0,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.5773448119362312,0.7106743858828587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.0,4.0,0.0,-1525.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.3325,0.13416666666666666,1.25,9.931677018633538,9.316770186335404,0.9380863039399624,-4455.0,-0.0825,22068.950310559005,,8366.0,16771,20246.0,,,,8405.0,11880.0,3475.0,1.0,54000.0,,,,,,1.2880191978190898,0.6440095989095449,0.09427824587037352,,,,-0.13332957394662748,,,54000.0,0.10068792995622264,20.00000000000001,4,,117000.0,0.1341641821447751,-0.0006430572780304074,,0.07004731064259795,
47,261308,0,Cash loans,1,1,1,,225000.0,472500.0,56074.5,472500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.010006000000000001,-20366,-3450.0,-4010.0,-3910,3.0,1,1,1,1,1,0,Laborers,1.0,2,2,MONDAY,8,0,0,0,0,0,0,Construction,,0.5732468193175299,0.3572932680336494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.0,5.0,0.0,-2527.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.1,0.24921999999999997,2.1,8.426290024877618,8.426290024877618,1.0,0.0,0.0,20618.788700746332,16916.0,16356.0,16456,17839.0,-560.0,-460.0,923.0,100.0,1483.0,1383.0,1.0,225000.0,,,,,,0.9305400873511792,0.4652700436755897,0.15270222053414872,,,,0.21595355128388044,,0.16939998035942258,225000.0,0.11867619047619048,20.00000000000001,7,,180000.0,0.2492188923604784,-0.00014730433074732396,-0.0008695652173913044,0.12407934793282922,0.732463768115942
48,262496,0,Cash loans,0,1,1,1.0,225000.0,2250000.0,59485.5,2250000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.02461,-13953,-2685.0,-1776.0,-1091,2.0,1,1,0,1,0,0,High skill tech staff,3.0,2,2,TUESDAY,10,0,0,0,0,1,1,Military,0.2767517788763217,0.6816560964868588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,-580.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10.0,0.26438,10.0,37.82434374763597,37.82434374763597,1.0,0.0,0.0,15087.730312429083,11268.0,12177.0,12862,13373.0,909.0,1594.0,2105.0,685.0,1196.0,511.0,2.0,112500.0,225000.0,2250000.0,59485.5,2250000.0,,0.9584078753631804,0.4792039376815902,0.28631058871412235,,,-0.4049043176105371,,,0.19243173511072886,75000.0,0.026438,20.00000000000001,5,112500.0,202500.0,0.2643788249830001,-0.00014333835017558947,-0.0007448789571694598,0.04156812155092095,0.21601489757914336
49,262653,0,Cash loans,1,1,0,1.0,247500.0,1193580.0,35028.0,855000.0,Unaccompanied,State servant,Higher education,Married,Municipal apartment,0.04622,-14961,-6712.0,-4384.0,-4353,16.0,1,1,0,1,0,0,Core staff,3.0,1,1,FRIDAY,16,0,0,0,0,0,0,Military,0.6319808696522966,0.569792833040957,0.6722428897082422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.822545454545455,0.14152727272727272,3.4545454545454546,34.07502569373073,24.409044193216854,0.7163323782234957,-338580.0,-1.368,15983.250770811925,8249.0,10577.0,10608,14961.0,2328.0,2359.0,6712.0,31.0,4384.0,4353.0,2.0,123750.0,247500.0,1193580.0,35028.0,855000.0,0.24207343447818205,1.874016592401496,0.6246721974671653,0.05161459139250037,-0.6100548530969025,-0.7344309263195818,0.06218803661133965,-0.10245005666728524,-0.04026202005594559,0.4486331127598423,82500.0,0.029347006484693107,20.00000000000001,4,123750.0,202500.0,0.14152670090221858,-0.0010694472294632714,-0.0023837902264600714,-0.0,-0.0
50,264730,2,Cash loans,0,0,0,,247500.0,808650.0,24732.0,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018801,-18343,-2836.0,-1486.0,-1241,,1,1,1,1,0,0,,2.0,2,2,MONDAY,9,0,0,0,0,0,0,Other,,0.6499940804365926,0.6894791426446275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,-2688.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.267272727272727,0.09992727272727273,2.727272727272727,32.69650655021834,27.29257641921397,0.8347245409015025,-133650.0,-0.54,19323.89519650655,15507.0,16857.0,17102,15655.0,1350.0,1595.0,148.0,245.0,-1202.0,-1447.0,2.0,123750.0,,,,,,1.3394732230812199,0.6697366115406099,0.027920155242874174,,,,-0.03948506220803494,,0.15460938777735375,123750.0,0.03058430717863105,20.00000000000001,4,,157500.0,0.09992686898234757,,,0.14654091479038325,0.9478138222849084
51,267402,0,Revolving loans,0,0,0,2.0,90000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-14682,-828.0,-5399.0,-3688,,1,1,0,1,0,0,Laborers,4.0,2,2,THURSDAY,11,0,0,0,0,0,0,Self-employed,0.7921571342961211,0.6861140464023969,0.8564128001975257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,-209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.15,3.0,20.0,20.0,1.0,0.0,0.0,15282.0,13854.0,9283.0,10994,14473.0,-4571.0,-2860.0,619.0,1711.0,5190.0,3479.0,2.0,45000.0,45000.0,135000.0,6750.0,135000.0,0.4654690381912911,2.334683980896044,0.7782279936320146,0.08599960526522099,-0.7503697123038016,-0.96245588809125,0.1060430878937242,-0.17029875379512882,-0.06425566590140462,0.05639558643236616,22500.0,0.05,0.0,3,30000.0,148500.0,0.14999833335185164,,,0.014235117831358125,0.2524154589371981
52,268629,0,Revolving loans,0,0,1,1.0,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-9890,-170.0,-1526.0,-392,,1,1,0,1,0,0,Sales staff,3.0,3,3,TUESDAY,6,0,0,0,1,1,0,Trade: type 1,,0.2494618550846449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,1.0,2.0,0.0,-441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2.0,0.1,2.0,20.0,20.0,1.0,0.0,0.0,10490.0,9720.0,8364.0,9498,9449.0,-1356.0,-222.0,-271.0,1134.0,1085.0,-49.0,2.0,45000.0,90000.0,180000.0,9000.0,180000.0,,0.2494618550846449,0.2494618550846449,0.151245641298076,,,,,,0.017189079878665317,30000.0,0.05,0.0,4,45000.0,135000.0,0.09999888890123444,,,0.04459049544994945,2.594117647058824
53,271822,0,Cash loans,1,1,0,1.0,112500.0,544068.0,26590.5,382500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-12280,-1795.0,-2116.0,-4746,21.0,1,1,0,1,0,0,Drivers,3.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,,0.7039279424609156,0.4382813743111921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.0,2.0,0.0,-1533.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,4.83616,0.23636,3.4,20.46099170756473,14.384836689795227,0.703037120359955,-161568.0,-1.43616,12893.82975122694,10485.0,10164.0,7534,10747.0,-321.0,-2951.0,262.0,-2630.0,583.0,3213.0,2.0,56250.0,112500.0,544068.0,26590.5,382500.0,,1.1422093167721077,0.5711046583860538,0.18784048973760384,,,,0.26564656814972354,,0.1461726384364821,37500.0,0.04887348640243499,20.00000000000001,4,56250.0,148500.0,0.2363578990408974,-0.0017100977198697069,-0.0116991643454039,0.1248371335504886,0.8540389972144847
54,274966,0,Cash loans,1,0,0,,135000.0,662026.5,23778.0,571500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010643000000000001,-17017,-2350.0,-7705.0,-545,,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Self-employed,,0.6207334007453373,0.4740512892789932,0.0825,,,,,,0.1379,0.1667,,,,,,,0.084,,,,,,0.1379,0.1667,,,,,,,0.0833,,,,,,0.1379,0.1667,,,,,,,,block of flats,0.0577,,0,0.0,0.0,0.0,0.0,-450.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4.9039,0.17613333333333334,4.233333333333333,27.841975775927327,24.034822104466315,0.8632584949394021,-90526.5,-0.6705666666666666,17852.25927327782,14667.0,9312.0,16472,16567.0,-5355.0,1805.0,1900.0,7160.0,7255.0,95.0,2.0,67500.0,,,,,,1.0947846900243303,0.5473923450121653,0.10371991569661296,,,,0.14668211146634413,,0.13809719692072633,67500.0,0.035916991238266145,20.00000000000001,3,,148500.0,0.17613202865163965,,,0.02644414409120292,0.1914893617021277
55,278595,0,Cash loans,0,0,0,,189000.0,932643.0,27270.0,778500.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.018634,-21297,-823.0,-10489.0,-4588,,1,1,0,1,1,0,,1.0,2,2,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.5146489701573117,0.3859146722745145,0.1031,,0.9781,0.7008,0.0388,0.0,0.2069,0.1667,0.0417,0.0292,0.0841,0.0889,0.0,0.0,0.105,,0.9782,0.7125,0.0391,0.0,0.2069,0.1667,0.0417,0.0298,0.0918,0.0926,0.0,0.0,0.1041,,0.9781,0.7048,0.039,0.0,0.2069,0.1667,0.0417,0.0297,0.0855,0.0905,0.0,0.0,reg oper spec account,block of flats,0.0911,"Stone, brick",0,0.0,0.0,0.0,0.0,-1471.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,4.934619047619048,0.1442857142857143,4.119047619047619,34.200330033003304,28.54785478547855,0.8347245409015025,-154143.0,-0.8155714285714286,22323.0099009901,20474.0,10808.0,16709,19826.0,-9666.0,-3765.0,-648.0,5901.0,9018.0,3117.0,1.0,189000.0,,,,,,0.9005636424318262,0.4502818212159131,0.09102889500421492,,,,0.12873429788279722,,0.038643940461097814,189000.0,0.029239483918283845,20.00000000000001,4,,157500.0,0.1442849508732758,,,0.06907076114006667,1.787363304981774
56,287099,0,Cash loans,0,0,1,,99000.0,462195.0,19710.0,351000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.005313,-17266,-1814.0,-395.0,-819,,1,1,0,1,0,0,,1.0,2,2,FRIDAY,11,0,0,0,0,1,1,Trade: type 3,0.6024703348272954,0.6423799544541322,0.8193176922872417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,-710.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.668636363636363,0.1990909090909091,3.5454545454545454,23.44977168949772,17.808219178082194,0.7594197254405608,-111195.0,-1.1231818181818185,17969.49315068493,15452.0,16871.0,16447,16556.0,1419.0,995.0,1104.0,-424.0,-315.0,109.0,1.0,99000.0,,,,,0.3170881270937935,2.0641679815686693,0.6880559938562231,0.11541412193027532,-0.8592273119140785,-0.7794080726604049,-0.03990961962683681,-0.1769377378331095,-0.21684735745994632,0.1050619715046913,99000.0,0.04264433842858534,20.00000000000001,4,,135000.0,0.19908889809193847,,,0.04112127881385382,0.3914002205071665
57,289949,0,Revolving loans,1,0,1,1.0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-13667,-455.0,-1725.0,-1744,,1,1,0,1,0,0,Laborers,3.0,1,1,SATURDAY,14,0,0,0,1,1,0,Restaurant,,0.6885389974880051,0.5902333386185574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.0,5.0,0.0,-719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.06666666666666668,1.3333333333333333,20.0,20.0,1.0,0.0,0.0,14267.0,13212.0,11942.0,11923,12948.0,-1270.0,-1289.0,-264.0,-19.0,1006.0,1025.0,2.0,67500.0,135000.0,180000.0,9000.0,180000.0,,1.2787723361065626,0.6393861680532813,0.0695125980155979,,,,0.09830565886944764,,0.03329187092997732,45000.0,0.05,0.0,4,67500.0,135000.0,0.06666617284316413,,,0.05260847296407405,1.5802197802197802
58,291221,0,Cash loans,0,0,1,1.0,171000.0,450000.0,36211.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.028663,-14903,-936.0,-791.0,-4428,,1,1,0,1,1,0,Laborers,3.0,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 2,0.4539472664570264,0.6871726980944006,0.6496203111237195,0.1804,0.0696,0.9831,0.7688,0.0249,0.08,0.0345,0.4583,0.5,0.0151,0.1471,0.0519,0.0116,0.0123,0.1838,0.0722,0.9831,0.7779,0.0251,0.0806,0.0345,0.4583,0.5,0.0154,0.1607,0.0541,0.0117,0.013,0.1822,0.0696,0.9831,0.7719,0.025,0.08,0.0345,0.4583,0.5,0.0153,0.1496,0.0529,0.0116,0.0126,reg oper account,block of flats,0.1045,"Stone, brick",0,1.0,0.0,1.0,0.0,-435.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,4.0,2.631578947368421,0.21176315789473685,2.631578947368421,12.426991425375915,12.426991425375915,1.0,0.0,0.0,15275.809742761277,13967.0,14112.0,10475,14468.0,145.0,-3492.0,501.0,-3637.0,356.0,3993.0,2.0,85500.0,171000.0,450000.0,36211.5,450000.0,0.20264266891269367,1.7907402756751465,0.5969134252250489,0.12522794159636058,-0.8828457427610938,-0.4163948794863453,-0.23322543163737425,0.037552386970681084,-0.1956730446666932,0.0628061464134738,57000.0,0.08047,20.00000000000001,5,85500.0,157500.0,0.21176191952093848,,,0.029188753942159293,0.4647435897435898
